config	inst	time	count	best	spr	hv	gd	
nsga5k2x	I4	71835	64	4	0.6250	0.4917	0.0069	
nsga5k2x	I4	71816	67	1	0.5587	0.4721	0.0064	
nsga5k2x	I4	71669	61	2	0.5708	0.4865	0.0061	
nsga5k2x	I4	71252	62	4	0.6079	0.4938	0.0059	
nsga5k2x	I4	71423	58	1	0.7157	0.4761	0.0075	
nsga5k2x	I4	71962	58	3	0.7050	0.4862	0.0077	
nsga5k2x	I4	71449	71	0	0.5707	0.4569	0.0082	
nsga5k2x	I4	71475	64	1	0.6479	0.4815	0.0063	
nsga5k2x	I4	71354	53	4	0.6967	0.4889	0.0076	
nsga5k2x	I4	71846	65	1	0.6158	0.4846	0.0075	
nsga5k2x	I4	71738	73	4	0.6946	0.4925	0.0058	
nsga5k2x	I4	71671	54	3	0.6920	0.4896	0.0063	
nsga5k2x	I4	71450	48	3	0.5715	0.4924	0.0068	
nsga5k2x	I4	71629	66	6	0.5319	0.4958	0.0049	
nsga5k2x	I4	71766	61	3	0.6126	0.4863	0.0069	
nsga5k2x	I4	71874	61	0	0.6411	0.4714	0.0077	
nsga5k2x	I4	71540	60	3	0.5895	0.4626	0.0088	
nsga5k2x	I4	71723	63	3	0.6552	0.4890	0.0074	
nsga5k2x	I4	72036	55	0	0.5970	0.4698	0.0075	
nsga5k2x	I4	71645	62	3	0.5932	0.4851	0.0063	
nsga5k2x	I4	71553	67	1	0.5610	0.4740	0.0078	
nsga5k2x	I4	71837	58	2	0.5799	0.4789	0.0073	
nsga5k2x	I4	71714	67	0	0.6265	0.4818	0.0063	
nsga5k2x	I4	71459	63	3	0.6232	0.4724	0.0081	
nsga5k2x	I4	71460	55	3	0.6880	0.4881	0.0076	
nsga5k2x	I4	71512	63	2	0.6984	0.4830	0.0078	
nsga5k2x	I5	31256	54	5	0.6352	0.4872	0.0093	
nsga5k2x	I5	31381	56	1	0.7265	0.4802	0.0085	
nsga5k2x	I5	31253	58	0	0.5535	0.4550	0.0105	
nsga5k2x	I5	31337	43	1	0.6466	0.4514	0.0202	
nsga5k2x	I5	31172	65	0	0.6697	0.4491	0.0124	
nsga5k2x	I5	31153	57	3	0.6329	0.4831	0.0068	
nsga5k2x	I5	31212	61	2	0.6950	0.4662	0.0094	
nsga5k2x	I5	31337	44	0	0.5621	0.4828	0.0090	
nsga5k2x	I5	31290	54	0	0.5530	0.4654	0.0094	
nsga5k2x	I5	31233	52	0	0.6460	0.4568	0.0120	
nsga5k2x	I5	31122	49	3	0.5873	0.4887	0.0079	
nsga5k2x	I5	31162	57	1	0.6168	0.4709	0.0104	
nsga5k2x	I5	31040	55	2	0.5770	0.4584	0.0107	
nsga5k2x	I5	31290	63	0	0.6022	0.4649	0.0101	
nsga5k2x	I5	31320	53	9	0.6908	0.4789	0.0081	
nsga5k2x	I5	31471	61	1	0.6317	0.4640	0.0098	
nsga5k2x	I5	31324	48	0	0.5220	0.4667	0.0091	
nsga5k2x	I5	31150	63	2	0.6989	0.4765	0.0076	
nsga5k2x	I5	31283	55	2	0.5394	0.4735	0.0087	
nsga5k2x	I5	31340	51	0	0.6103	0.4585	0.0113	
nsga5k2x	I5	31638	42	8	0.5979	0.5086	0.0058	
nsga5k2x	I5	31357	54	0	0.6119	0.4732	0.0090	
nsga5k2x	I5	31347	67	0	0.6936	0.4518	0.0106	
nsga5k2x	I5	31441	53	4	0.5749	0.4894	0.0067	
nsga5k2x	I5	31256	59	0	0.5546	0.4634	0.0098	
nsga5k2x	I5	31099	59	2	0.5490	0.4682	0.0075	
nsga5k2x	I5	31302	56	1	0.5932	0.4714	0.0092	
nsga5k2x	I5	31293	56	2	0.5261	0.4837	0.0080	
nsga5k2x	I5	31390	60	5	0.5681	0.4861	0.0082	
nsga5k2x	I5	31231	51	3	0.6737	0.4933	0.0072	
nsga5k2x	I5	31285	55	1	0.6661	0.4757	0.0107	
nsga5k2x	I5	31272	55	6	0.5832	0.4733	0.0089	
nsga5k2x	I5	31316	60	0	0.5409	0.4509	0.0100	
nsga5k2x	I5	31216	62	0	0.6654	0.4670	0.0080	
nsga5k2x	I5	31155	47	4	0.6262	0.4939	0.0072	
nsga5k2x	I5	31335	64	1	0.6705	0.4621	0.0083	
nsga5k2x	I5	31360	55	2	0.6422	0.4760	0.0078	
nsga5k2x	I5	31219	53	0	0.6111	0.4397	0.0126	
nsga5k2x	I5	31466	55	2	0.6415	0.4947	0.0068	
nsga5k2x	I5	31538	66	0	0.4898	0.4811	0.0068	
nsga5k2x	I5	31257	47	2	0.6261	0.4719	0.0092	
nsga5k2x	I5	31307	70	0	0.5596	0.4575	0.0087	
nsga5k2x	I5	31154	54	7	0.6770	0.5008	0.0070	
nsga5k2x	I5	31463	58	4	0.6104	0.4805	0.0069	
nsga5k2x	I5	31296	55	0	0.5818	0.4589	0.0094	
nsga5k2x	I5	31329	49	4	0.6951	0.4814	0.0082	
nsga5k2x	I5	31244	62	3	0.6402	0.4710	0.0085	
nsga5k2x	I5	31193	49	2	0.6354	0.4792	0.0085	
nsga5k2x	I5	31309	53	1	0.6082	0.4712	0.0100	
nsga5k2x	I5	31263	53	0	0.6254	0.4492	0.0112	
nsga10k2x	I0	61631	59	0	0.6945	0.4868	0.0117	
nsga10k2x	I0	59009	46	2	0.6799	0.4875	0.0135	
nsga10k2x	I0	59717	54	0	0.6329	0.5024	0.0107	
nsga10k2x	I0	59267	57	0	0.7138	0.4772	0.0122	
nsga10k2x	I0	59027	51	0	0.5694	0.4934	0.0110	
nsga10k2x	I0	59101	51	2	0.6352	0.4626	0.0127	
nsga10k2x	I0	58651	51	3	0.6440	0.4813	0.0136	
nsga10k2x	I0	58781	45	2	0.6883	0.5238	0.0113	
nsga10k2x	I0	59341	47	1	0.6544	0.5126	0.0115	
nsga10k2x	I0	58842	49	9	0.6753	0.5417	0.0095	
nsga10k2x	I0	59138	49	1	0.7552	0.5052	0.0113	
nsga10k2x	I0	59181	43	0	0.6933	0.4760	0.0148	
nsga10k2x	I0	58879	49	0	0.7739	0.4789	0.0149	
nsga10k2x	I0	58884	48	2	0.6149	0.5142	0.0092	
nsga10k2x	I0	58967	43	4	0.8311	0.5016	0.0171	
nsga10k2x	I0	57765	50	0	0.6293	0.4723	0.0141	
nsga10k2x	I0	56599	47	0	0.7701	0.4980	0.0166	
nsga10k2x	I0	56735	51	1	0.6991	0.4833	0.0124	
nsga10k2x	I0	57517	59	0	0.6032	0.4786	0.0129	
nsga10k2x	I0	58455	39	0	0.6845	0.4734	0.0137	
nsga10k2x	I0	58127	54	0	0.6521	0.5098	0.0097	
nsga10k2x	I0	58236	40	2	0.7212	0.4883	0.0176	
nsga10k2x	I0	58248	51	0	0.7080	0.5127	0.0128	
nsga10k2x	I0	57979	53	1	0.6355	0.5200	0.0097	
nsga10k2x	I0	58290	44	3	0.6681	0.5176	0.0117	
nsga10k2x	I0	58083	47	3	0.7124	0.4796	0.0126	
nsga10k2x	I0	57824	46	2	0.6369	0.5001	0.0117	
nsga10k2x	I0	57826	47	1	0.6835	0.4810	0.0127	
nsga10k2x	I0	57400	45	1	0.5706	0.4844	0.0134	
nsga10k2x	I0	57722	44	1	0.6566	0.5211	0.0097	
nsga10k2x	I0	57942	46	1	0.5823	0.4768	0.0144	
nsga10k2x	I0	57787	51	1	0.7218	0.4790	0.0140	
nsga10k2x	I0	57835	46	0	0.7958	0.4891	0.0188	
nsga10k2x	I0	57493	51	2	0.6575	0.5225	0.0107	
nsga10k2x	I0	57616	48	6	0.7499	0.5608	0.0073	
nsga10k2x	I0	57779	48	9	0.6828	0.5066	0.0108	
nsga10k2x	I0	57320	45	2	0.6527	0.5024	0.0111	
nsga10k2x	I0	57798	52	0	0.6252	0.4914	0.0112	
nsga10k2x	I0	57553	48	1	0.6219	0.5035	0.0109	
nsga10k2x	I0	57709	47	1	0.6111	0.4947	0.0099	
nsga10k2x	I0	57811	51	1	0.7655	0.4796	0.0149	
nsga10k2x	I0	57522	44	2	0.6283	0.5329	0.0100	
nsga10k2x	I0	57691	56	0	0.5886	0.4726	0.0123	
nsga10k2x	I0	57440	48	2	0.6466	0.5058	0.0107	
nsga10k2x	I0	57493	47	0	0.5957	0.4920	0.0117	
nsga10k2x	I0	57721	52	2	0.6811	0.4930	0.0130	
nsga10k2x	I0	57804	56	0	0.5914	0.5016	0.0108	
nsga10k2x	I0	57401	48	2	0.6704	0.4904	0.0126	
nsga10k2x	I0	57352	50	1	0.7397	0.4762	0.0157	
nsga10k2x	I0	57639	48	0	0.6268	0.4646	0.0148	
nsga10k2x	I1	340940	61	4	0.6409	0.4369	0.0092	
nsga10k2x	I1	340785	84	1	0.6149	0.4411	0.0062	
nsga10k2x	I1	340658	62	1	0.6553	0.4445	0.0073	
nsga10k2x	I1	339810	72	0	0.5725	0.4240	0.0077	
nsga10k2x	I1	339299	70	1	0.6298	0.4264	0.0077	
nsga10k2x	I1	340100	71	4	0.7161	0.4476	0.0068	
nsga10k2x	I1	340468	66	2	0.5856	0.4470	0.0076	
nsga10k2x	I1	341134	66	3	0.7113	0.4442	0.0074	
nsga10k2x	I1	338325	57	1	0.5884	0.4408	0.0074	
nsga10k2x	I1	336038	63	1	0.6258	0.4538	0.0062	
nsga10k2x	I1	336839	58	1	0.5790	0.4527	0.0067	
nsga10k2x	I1	336234	71	4	0.5799	0.4555	0.0060	
nsga10k2x	I1	336468	59	0	0.5686	0.4264	0.0089	
nsga10k2x	I1	336637	65	1	0.6113	0.4400	0.0077	
nsga10k2x	I1	336351	70	3	0.6455	0.4524	0.0060	
nsga10k2x	I1	336206	74	1	0.6000	0.4229	0.0089	
nsga10k2x	I1	336870	69	0	0.6533	0.4341	0.0076	
nsga10k2x	I1	336949	65	1	0.6013	0.4355	0.0080	
nsga10k2x	I1	336428	67	0	0.6270	0.4337	0.0082	
nsga10k2x	I1	335987	63	2	0.6614	0.4379	0.0082	
nsga10k2x	I1	335806	64	5	0.5902	0.4299	0.0085	
nsga10k2x	I1	335329	74	5	0.6240	0.4481	0.0071	
nsga10k2x	I1	336710	53	5	0.6520	0.4546	0.0061	
nsga10k2x	I1	336770	71	1	0.6303	0.4352	0.0073	
nsga10k2x	I1	338084	61	3	0.6145	0.4466	0.0077	
nsga10k2x	I1	337088	71	1	0.6212	0.4182	0.0106	
nsga10k2x	I1	338330	68	6	0.6231	0.4483	0.0076	
nsga10k2x	I1	337431	63	2	0.6137	0.4371	0.0075	
nsga10k2x	I1	337001	68	0	0.5843	0.4233	0.0086	
nsga10k2x	I1	336974	61	0	0.6065	0.4348	0.0074	
nsga10k2x	I1	337799	58	0	0.6095	0.4428	0.0096	
nsga10k2x	I1	336136	64	1	0.5839	0.4352	0.0076	
nsga10k2x	I1	337776	59	2	0.5859	0.4443	0.0079	
nsga10k2x	I1	337381	66	10	0.6099	0.4597	0.0054	
nsga10k2x	I1	337263	67	2	0.6912	0.4440	0.0081	
nsga10k2x	I1	337180	67	3	0.7135	0.4384	0.0076	
nsga10k2x	I1	336942	61	4	0.6958	0.4422	0.0093	
nsga10k2x	I1	338105	72	0	0.6125	0.4350	0.0076	
nsga10k2x	I1	339248	70	0	0.5884	0.4419	0.0069	
nsga10k2x	I1	337282	52	1	0.5596	0.4303	0.0089	
nsga10k2x	I1	337709	57	1	0.6323	0.4370	0.0085	
nsga10k2x	I1	338419	55	1	0.5815	0.4365	0.0096	
nsga10k2x	I1	336475	60	2	0.6595	0.4462	0.0083	
nsga10k2x	I1	338653	56	5	0.6755	0.4543	0.0081	
nsga10k2x	I1	338967	68	0	0.5099	0.4202	0.0086	
nsga10k2x	I1	337525	79	1	0.6208	0.4430	0.0064	
nsga10k2x	I1	338038	59	2	0.6042	0.4327	0.0094	
nsga10k2x	I1	338170	49	1	0.7148	0.4422	0.0096	
nsga10k2x	I1	337573	53	3	0.6289	0.4538	0.0066	
nsga10k2x	I1	337510	65	3	0.6392	0.4434	0.0081	
nsga10k2x	I2	390928	49	1	0.6961	0.5057	0.0127	
nsga10k2x	I2	394033	30	2	0.6696	0.5102	0.0132	
nsga10k2x	I2	393673	37	2	0.6375	0.4875	0.0150	
nsga10k2x	I2	394805	37	2	0.7956	0.4932	0.0217	
nsga10k2x	I2	394249	42	1	0.5811	0.4976	0.0131	
nsga10k2x	I2	393833	50	1	0.6496	0.4720	0.0130	
nsga10k2x	I2	393754	27	5	0.5881	0.5206	0.0147	
nsga10k2x	I2	394728	40	1	0.7505	0.4817	0.0137	
