config	inst	time	count	best	spr	hv	
rs10k	I4	117815	27	0	0.7240	0.4361	
rs10k	I4	117870	30	1	0.6441	0.4206	
rs10k	I4	117865	33	1	0.6411	0.4283	
rs10k	I4	117815	35	0	0.5959	0.4066	
rs10k	I4	117922	29	0	0.7624	0.4273	
rs10k	I4	117819	30	0	0.5204	0.4155	
rs10k	I4	117672	32	1	0.6479	0.4463	
rs10k	I4	117725	18	3	0.6660	0.4547	
rs10k	I4	118067	32	1	0.6640	0.4201	
rs10k	I4	117728	24	2	0.6643	0.4489	
rs10k	I4	117748	31	2	0.6754	0.4142	
rs10k	I4	117867	17	3	0.5658	0.4671	
rs10k	I4	117734	38	0	0.6972	0.4242	
rs10k	I5	51095	37	1	0.7406	0.4194	
rs10k	I5	51216	26	1	0.6222	0.4203	
rs10k	I5	51089	27	1	0.6543	0.4123	
rs10k	I5	51167	27	2	0.6624	0.4433	
rs10k	I5	51120	26	1	0.6297	0.4084	
rs10k	I5	51080	31	3	0.7625	0.4219	
rs10k	I5	51083	22	0	0.6530	0.4301	
rs10k	I5	51132	39	0	0.6650	0.3681	
rs10k	I5	51037	26	2	0.6992	0.4850	
rs10k	I5	51112	27	1	0.6235	0.4074	
rs10k	I5	51148	26	1	0.6365	0.4380	
rs10k	I5	51126	23	2	0.6483	0.4418	
rs10k	I5	51179	24	1	0.6281	0.4123	
rs10k	I5	51220	24	1	0.7135	0.4107	
rs10k	I5	51076	26	3	0.6056	0.4436	
rs10k	I5	51072	37	2	0.7148	0.3972	
rs10k	I5	51146	27	1	0.6991	0.4053	
rs10k	I5	51208	39	0	0.6750	0.3828	
rs10k	I5	51160	32	0	0.6294	0.3924	
rs10k	I5	51108	28	0	0.6323	0.4152	
rs10k	I5	51045	24	1	0.7024	0.4275	
rs10k	I5	51096	26	0	0.6464	0.4096	
rs10k	I5	51162	25	0	0.6527	0.4061	
rs10k	I5	51158	23	0	0.5943	0.4162	
rs10k	I5	51396	27	1	0.6299	0.4126	
rs10k	I5	51347	22	1	0.5615	0.4307	
rs10k	I5	51241	34	0	0.7166	0.3821	
rs10k	I5	51335	29	0	0.5315	0.3995	
rs10k	I5	51103	30	0	0.7117	0.3885	
rs10k	I5	51091	29	2	0.6427	0.4465	
rs10k	I5	51186	23	1	0.6743	0.4302	
rs10k	I5	51186	29	1	0.7571	0.4214	
rs10k	I5	51073	25	2	0.6355	0.4154	
rs10k	I5	51115	30	1	0.7434	0.4147	
rs10k	I5	51065	31	0	0.7107	0.3902	
rs10k	I5	51161	37	0	0.6419	0.4008	
rs10k	I5	51182	32	0	0.4911	0.3973	
rs10k	I5	51182	22	2	0.7644	0.4498	
rs10k	I5	51174	22	0	0.6851	0.3997	
rs10k	I5	51090	31	0	0.7567	0.4210	
rs10k	I5	51111	28	2	0.6693	0.4420	
rs10k	I5	51078	31	1	0.6881	0.4166	
rs10k	I5	51177	24	4	0.7023	0.4612	
rs10k	I5	51107	24	2	0.5498	0.4360	
rs10k	I5	51216	31	0	0.6460	0.4153	
rs10k	I5	51084	36	0	0.6998	0.4013	
rs10k	I5	51076	34	1	0.6321	0.4098	
rs10k	I5	51097	24	0	0.5448	0.4088	
rs10k	I5	51126	31	2	0.7136	0.4135	
rs10k	I5	51068	27	0	0.7143	0.4042	


rs20k	I0	199233	27	0	0.7015	0.3759	
rs20k	I0	219625	25	0	0.6359	0.3422	
rs20k	I0	216436	17	0	0.5739	0.4401	
rs20k	I0	218355	17	3	0.8301	0.4501	
rs20k	I0	214493	28	1	0.7090	0.3853	
rs20k	I0	220500	16	0	0.7121	0.4215	
rs20k	I0	214991	25	0	0.8112	0.4062	
rs20k	I0	218082	20	1	0.7369	0.5470	
rs20k	I0	221877	19	0	0.7194	0.4185	
rs20k	I0	224864	20	1	0.7374	0.4274	
rs20k	I0	214010	18	1	0.8786	0.5060	
rs20k	I0	219320	25	0	0.6941	0.4006	
rs20k	I0	219473	26	0	0.6796	0.4042	
rs20k	I0	216707	21	0	0.6179	0.3973	
rs20k	I0	218641	23	1	0.7387	0.4450	
rs20k	I0	217165	23	0	0.6862	0.3986	
rs20k	I0	220161	21	2	0.5503	0.3960	
rs20k	I0	222474	21	0	0.6297	0.4033	
rs20k	I0	220983	28	0	0.6200	0.3546	
rs20k	I0	214538	23	1	0.7396	0.3943	
rs20k	I0	223485	12	3	0.7793	0.5595	
rs20k	I0	221333	26	0	0.7563	0.3749	
rs20k	I0	221966	19	2	0.8164	0.4359	
rs20k	I0	222683	26	1	0.7994	0.4419	
rs20k	I0	219765	26	0	0.8730	0.3900	
rs20k	I0	217858	14	0	0.7139	0.4369	
rs20k	I0	217927	18	1	0.7679	0.4744	
rs20k	I0	216098	25	0	0.7405	0.3919	
rs20k	I0	197462	17	1	0.8348	0.5003	
rs20k	I0	195652	24	0	0.6988	0.3693	
rs20k	I0	194787	19	0	0.6107	0.3902	
rs20k	I0	195161	17	1	0.6636	0.4417	
rs20k	I0	195297	18	0	0.8616	0.4405	
rs20k	I0	194229	23	1	0.8074	0.4817	
rs20k	I0	194241	21	0	0.6123	0.4253	
rs20k	I0	193971	18	0	0.5747	0.5082	
rs20k	I0	193983	19	3	0.6844	0.4146	
rs20k	I0	194248	18	1	0.6754	0.4223	
rs20k	I0	194545	24	1	0.9257	0.4398	
rs20k	I0	194370	18	0	0.8532	0.4149	
rs20k	I0	194505	25	0	0.8704	0.4109	
rs20k	I0	194239	17	3	0.6475	0.4618	
rs20k	I0	194250	18	1	0.6846	0.4292	
rs20k	I0	194378	17	2	0.7085	0.4935	
rs20k	I0	194079	23	2	0.7868	0.4695	
rs20k	I0	194302	24	0	0.8357	0.4358	
rs20k	I0	194202	25	0	0.7219	0.3475	
rs20k	I0	194855	20	0	0.6181	0.3876	
rs20k	I0	194214	24	1	0.8204	0.4119	
rs20k	I0	194428	19	1	0.6237	0.4551	
rs20k	I1	1083609	36	1	0.5903	0.4292	
rs20k	I1	1083410	38	1	0.6952	0.4135	
rs20k	I1	1082780	30	1	0.7308	0.4395	
rs20k	I1	1084267	33	2	0.7317	0.4518	
rs20k	I1	1082905	40	0	0.6442	0.4157	
rs20k	I1	1083159	45	0	0.7011	0.4147	
rs20k	I1	1091431	35	1	0.5837	0.4306	
rs20k	I1	1093838	42	1	0.7230	0.4406	
rs20k	I1	1095597	30	1	0.5584	0.4391	
rs20k	I1	1094454	39	2	0.6222	0.4163	
rs20k	I1	1094554	31	2	0.5771	0.4368	
rs20k	I1	1094493	35	1	0.8091	0.4272	
rs20k	I1	1092966	41	1	0.6116	0.4378	
rs20k	I1	1095332	33	2	0.6968	0.4346	
rs20k	I1	1095098	36	1	0.6423	0.4219	
rs20k	I1	1094096	31	1	0.6493	0.4509	
rs20k	I1	1095230	35	0	0.6689	0.4173	
rs20k	I1	1094983	30	0	0.5271	0.4217	
rs20k	I1	1094204	39	1	0.7130	0.4246	
rs20k	I1	1093693	42	2	0.6617	0.4348	
rs20k	I1	1098183	39	2	0.7670	0.4355	
rs20k	I1	1121029	37	1	0.6594	0.4230	
rs20k	I1	1120926	31	2	0.6878	0.4379	
rs20k	I1	1121707	34	2	0.6563	0.4421	
rs20k	I1	1121599	42	2	0.6616	0.4296	
rs20k	I1	1123998	36	1	0.6975	0.4242	
rs20k	I1	1121534	33	4	0.7641	0.4404	
rs20k	I1	1123288	37	1	0.6898	0.4469	
rs20k	I1	1122546	29	2	0.5237	0.4441	
rs20k	I1	1120572	33	1	0.6265	0.4330	
rs20k	I1	1121646	35	2	0.6346	0.4300	
rs20k	I1	1121777	44	0	0.6966	0.4149	
rs20k	I1	1120024	29	1	0.6723	0.4316	
rs20k	I1	1122128	33	1	0.6524	0.4395	
rs20k	I1	1123337	33	1	0.5954	0.4338	
rs20k	I1	1121676	33	2	0.6252	0.4257	
rs20k	I1	1115142	35	2	0.7855	0.4350	
rs20k	I1	1113858	36	1	0.7582	0.4115	
rs20k	I1	1113550	42	2	0.7232	0.4393	
rs20k	I1	1113457	31	4	0.6309	0.4627	
rs20k	I1	1113183	39	3	0.7749	0.4354	
rs20k	I1	1107478	45	0	0.6147	0.4048	
rs20k	I1	1095150	28	1	0.4804	0.4242	
rs20k	I1	1098315	34	0	0.4668	0.4235	
rs20k	I1	826020	33	1	0.5883	0.4395	
rs20k	I1	822189	41	0	0.6174	0.4059	
rs20k	I1	826167	45	1	0.7623	0.4224	
rs20k	I1	826890	33	1	0.5637	0.4217	
rs20k	I1	824365	35	1	0.7521	0.4248	
rs20k	I1	824483	38	0	0.6329	0.4305	
rs20k	I2	961182	20	0	0.6139	0.4287	
rs20k	I2	962176	21	0	0.7086	0.3648	
rs20k	I2	686383	17	0	0.7655	0.3971	
rs20k	I2	652820	20	0	0.7059	0.4105	
rs20k	I2	652140	18	1	0.7975	0.4179	
rs20k	I2	652580	22	1	0.8144	0.5132	
rs20k	I2	652453	28	0	0.9108	0.4029	
rs20k	I2	653087	16	0	0.7362	0.3718	
rs20k	I2	652909	20	0	0.9471	0.3694	
rs20k	I2	675042	21	0	0.6575	0.4147	
rs20k	I2	653382	25	0	0.6438	0.3910	
rs20k	I2	696229	18	1	0.7392	0.4788	
rs20k	I2	723694	26	2	0.7643	0.4665	
rs20k	I2	713551	16	1	0.6951	0.3908	
rs20k	I2	729720	19	0	0.6339	0.3864	
rs20k	I2	731745	16	1	0.8211	0.5524	
rs20k	I2	729289	16	0	0.6864	0.4517	
rs20k	I2	729804	16	0	0.7060	0.4250	
rs20k	I2	730294	21	0	0.8078	0.4452	
rs20k	I2	732518	21	0	0.6488	0.3919	
rs20k	I2	725954	13	1	0.7200	0.4537	
rs20k	I2	727178	28	0	0.6879	0.3232	
rs20k	I2	726664	18	0	0.6287	0.3926	
rs20k	I2	711538	16	0	0.7992	0.4213	
rs20k	I2	654708	16	1	0.5909	0.4785	
rs20k	I2	652191	23	0	0.7056	0.3804	
rs20k	I2	649560	15	0	0.7309	0.3946	
rs20k	I2	649382	17	0	0.5085	0.3840	
rs20k	I2	650021	12	0	0.7881	0.4961	
rs20k	I2	649635	18	0	0.7801	0.4410	
rs20k	I2	650010	21	0	0.5324	0.3892	
rs20k	I2	649979	21	0	0.8762	0.4305	
rs20k	I2	649707	15	0	0.7222	0.5048	
rs20k	I2	649517	10	3	0.7196	0.6365	
rs20k	I2	649801	21	1	0.6733	0.4915	
rs20k	I2	651559	17	1	0.6676	0.4925	
rs20k	I2	652371	19	0	0.8923	0.4722	
rs20k	I2	651787	18	0	0.6591	0.4319	
rs20k	I2	566260	19	0	0.6396	0.4082	
rs20k	I2	397370	12	0	0.7038	0.4736	
rs20k	I2	397441	22	1	0.5604	0.3859	
rs20k	I2	397212	13	0	0.8041	0.4889	
rs20k	I2	397149	20	1	0.6201	0.4691	
rs20k	I2	397196	17	0	0.5660	0.4339	
rs20k	I2	397392	21	1	0.7241	0.4336	
rs20k	I2	397523	24	1	0.8341	0.4974	
rs20k	I2	397130	16	1	0.6303	0.4492	
rs20k	I2	397279	21	1	0.7225	0.4601	
rs20k	I2	397238	19	0	0.6568	0.4430	
rs20k	I2	396994	16	0	0.8089	0.4331	
rs20k	I3	1489989	23	2	0.6260	0.4055	
rs20k	I3	1509082	19	1	0.7005	0.4002	
rs20k	I3	1533035	20	2	0.8044	0.4970	
rs20k	I3	1540517	29	1	0.6729	0.3406	
rs20k	I3	1346506	20	0	0.6989	0.4101	
rs20k	I3	1335574	23	0	0.6997	0.3785	
rs20k	I3	1340314	26	0	0.7302	0.3201	
rs20k	I3	1345290	36	0	0.7838	0.2917	
rs20k	I3	1346677	27	0	0.6967	0.3340	
rs20k	I3	1348813	20	1	0.6342	0.3360	
rs20k	I3	1346700	21	0	0.6764	0.3543	
rs20k	I3	1345283	20	0	0.7711	0.3790	
rs20k	I3	1354092	26	0	0.6853	0.3144	
rs20k	I3	1358802	25	0	0.6764	0.3085	
rs20k	I3	1355668	19	2	0.6727	0.4225	
rs20k	I3	1359858	33	0	0.8889	0.2838	
rs20k	I3	1356784	20	2	0.8229	0.3742	
rs20k	I3	1358300	30	0	0.6691	0.3223	
rs20k	I3	1356601	21	0	0.5474	0.3794	
rs20k	I3	1354884	20	1	0.8196	0.3939	
rs20k	I3	1358108	23	1	0.7992	0.3437	
rs20k	I3	1356755	27	0	0.6100	0.3504	
rs20k	I3	1358602	22	0	0.9596	0.3473	
rs20k	I3	1359262	25	1	0.9829	0.3810	
rs20k	I3	1341225	24	0	0.6437	0.3480	
rs20k	I3	1340692	22	1	0.6227	0.3576	
rs20k	I3	1343158	21	0	0.6219	0.3922	
rs20k	I3	1337629	23	1	0.6781	0.4287	
rs20k	I3	1339248	25	0	0.7860	0.3259	
rs20k	I3	1339251	21	0	0.6563	0.3744	
rs20k	I3	1339844	15	2	0.5953	0.5357	
rs20k	I3	1338895	21	1	0.5999	0.3440	
rs20k	I3	1339619	20	1	0.8218	0.4081	
rs20k	I3	1339072	22	2	0.6464	0.3429	
rs20k	I3	1340429	24	1	0.8307	0.4181	
rs20k	I3	1338691	24	0	0.8823	0.3040	
rs20k	I3	1338848	29	0	1.0049	0.3163	
rs20k	I3	1347050	22	2	0.8819	0.4449	
rs20k	I3	1346530	17	2	0.5698	0.4424	
rs20k	I3	1346858	22	1	0.8788	0.4095	
rs20k	I3	1346392	23	1	0.8872	0.3496	
rs20k	I3	1359497	19	1	0.7577	0.3808	
rs20k	I3	1366039	23	0	0.9433	0.3277	
rs20k	I3	1127197	23	0	0.7373	0.2983	
rs20k	I3	1037827	18	0	0.5386	0.3547	
rs20k	I3	1032083	13	2	0.5813	0.4307	
rs20k	I3	1034133	24	1	0.7610	0.3934	
rs20k	I3	1040535	25	0	0.5756	0.4094	
rs20k	I3	1041040	30	0	0.6703	0.3508	
rs20k	I3	1040839	22	2	0.8108	0.3953	
rs20k	I4	139478	30	2	0.6761	0.4824	
rs20k	I4	139583	30	0	0.6603	0.4021	
rs20k	I4	139561	37	0	0.6879	0.3743	
rs20k	I4	139528	27	2	0.6258	0.4291	
rs20k	I4	139600	37	1	0.7305	0.3819	
rs20k	I4	139710	31	0	0.6010	0.4369	
rs20k	I4	139710	33	1	0.7714	0.4255	
rs20k	I4	139591	35	0	0.6263	0.4098	
rs20k	I4	139678	38	1	0.6523	0.4056	
rs20k	I4	139562	21	4	0.4622	0.4405	
rs20k	I4	139656	31	2	0.6361	0.4146	
rs20k	I4	139619	33	2	0.6446	0.4218	
rs20k	I4	139952	25	0	0.6521	0.4170	
rs20k	I4	139892	29	1	0.4433	0.4177	
rs20k	I4	139589	39	1	0.6395	0.3942	
rs20k	I4	139612	33	2	0.6185	0.4115	
rs20k	I4	139571	35	0	0.7229	0.4039	
rs20k	I4	139632	34	0	0.8026	0.3868	
rs20k	I4	139640	30	3	0.6948	0.4306	
rs20k	I4	139520	40	0	0.6686	0.3768	
rs20k	I4	139621	28	1	0.6559	0.4163	
rs20k	I4	139696	28	3	0.6699	0.4478	
rs20k	I4	139449	36	1	0.6394	0.4120	
rs20k	I4	139383	38	2	0.7274	0.4294	
rs20k	I4	139439	37	1	0.7701	0.4044	
rs20k	I4	139326	32	4	0.6942	0.4327	
rs20k	I4	139354	33	0	0.5851	0.4069	
rs20k	I4	139379	33	1	0.8793	0.4198	
rs20k	I4	139415	43	1	0.6415	0.3991	
rs20k	I4	139401	43	1	0.7697	0.3779	
rs20k	I4	139388	29	0	0.5174	0.4164	
rs20k	I4	139370	29	2	0.7044	0.4508	
rs20k	I4	139520	32	2	0.6519	0.4228	
rs20k	I4	139366	29	1	0.6702	0.4286	
rs20k	I4	139379	30	1	0.7593	0.4069	
rs20k	I4	139352	35	0	0.7835	0.3862	
rs20k	I4	139364	33	1	0.7931	0.3888	
rs20k	I4	139739	39	1	0.7555	0.3795	
rs20k	I4	139404	34	2	0.6280	0.4331	
rs20k	I4	139670	41	0	0.6862	0.3992	
rs20k	I4	139822	31	3	0.6506	0.4224	
rs20k	I4	139366	34	3	0.6356	0.4189	
rs20k	I4	139457	33	2	0.6147	0.4087	
rs20k	I4	139461	34	0	0.5092	0.3948	
rs20k	I4	139383	40	1	0.7262	0.4005	
rs20k	I4	139458	32	1	0.7357	0.4207	
rs20k	I4	139394	45	0	0.6783	0.4080	
rs20k	I4	139384	33	2	0.8043	0.4365	
rs20k	I4	139403	29	1	0.5809	0.4187	
rs20k	I4	139349	32	2	0.6259	0.4158	
rs20k	I5	59384	36	1	0.7624	0.4741	
rs20k	I5	59368	32	3	0.5577	0.5164	
rs20k	I5	59346	34	1	0.6479	0.4591	
rs20k	I5	59331	21	1	0.6799	0.5001	
rs20k	I5	59374	22	2	0.7009	0.5228	
rs20k	I5	59398	38	0	0.7639	0.4955	
rs20k	I5	59428	31	1	0.6293	0.4841	
rs20k	I5	59620	29	0	0.6136	0.4978	
rs20k	I5	59604	31	0	0.6185	0.4926	
rs20k	I5	59539	40	0	0.6814	0.4608	
rs20k	I5	59480	35	1	0.7135	0.4852	
rs20k	I5	59500	32	0	0.6661	0.4765	
rs20k	I5	59512	31	1	0.5652	0.5015	
rs20k	I5	59571	31	0	0.5917	0.5014	
rs20k	I5	59565	34	0	0.6447	0.4559	
rs20k	I5	59490	24	3	0.7287	0.5354	
rs20k	I5	59525	37	1	0.6651	0.4993	
rs20k	I5	59651	36	0	0.6592	0.4858	
rs20k	I5	59557	29	1	0.7850	0.4893	
rs20k	I5	59501	35	1	0.6396	0.4772	
rs20k	I5	59547	35	0	0.6306	0.4824	
rs20k	I5	59588	40	0	0.7141	0.4833	
rs20k	I5	59491	32	1	0.6799	0.4805	
rs20k	I5	59491	35	0	0.8187	0.4990	
rs20k	I5	59593	27	0	0.7214	0.5003	
rs20k	I5	59539	30	1	0.5276	0.5046	
rs20k	I5	59530	32	2	0.6045	0.5240	
rs20k	I5	59510	30	2	0.7539	0.4744	
rs20k	I5	59611	35	1	0.6433	0.4790	
rs20k	I5	59502	38	1	0.7117	0.4740	
rs20k	I5	59493	28	2	0.5850	0.5167	
rs20k	I5	59534	29	3	0.6732	0.5152	
rs20k	I5	59592	39	0	0.7433	0.4712	
rs20k	I5	59499	36	3	0.7251	0.5124	
rs20k	I5	59481	36	1	0.6505	0.4888	
rs20k	I5	59494	30	1	0.6427	0.5005	
rs20k	I5	59541	23	2	0.6474	0.5093	
rs20k	I5	59599	33	1	0.5766	0.5013	
rs20k	I5	59718	30	1	0.7413	0.4979	
rs20k	I5	59945	24	2	0.5867	0.5085	
rs20k	I5	59809	27	2	0.6450	0.4999	
rs20k	I5	59820	35	2	0.6548	0.4920	
rs20k	I5	59519	34	0	0.5900	0.4823	
rs20k	I5	59704	26	2	0.6103	0.4961	
rs20k	I5	59516	24	1	0.7116	0.5038	
rs20k	I5	59499	31	3	0.5733	0.5486	
rs20k	I5	59477	35	0	0.5597	0.4836	
rs20k	I5	59488	35	2	0.7360	0.4751	
rs20k	I5	59590	30	3	0.6027	0.5272	
rs20k	I5	59535	31	0	0.5891	0.4843	


rs50k	I0	148649	20	2	0.4900	0.5648	
rs50k	I0	151384	24	2	0.6575	0.5395	
rs50k	I0	146740	24	0	0.6378	0.4866	
rs50k	I0	146591	17	1	0.5542	0.5122	
rs50k	I0	144961	22	1	0.7293	0.5730	
rs50k	I0	145312	20	2	0.5939	0.5470	
rs50k	I0	145383	24	1	0.5298	0.4915	
rs50k	I0	145570	18	2	0.6640	0.4978	
rs50k	I0	145437	23	0	0.7142	0.5272	
rs50k	I0	144542	20	0	0.8543	0.5098	
rs50k	I0	144503	25	0	0.6773	0.4762	
rs50k	I0	144484	20	0	0.6740	0.4493	
rs50k	I0	144510	25	0	0.7379	0.4783	
rs50k	I0	144535	27	1	0.8166	0.4954	
rs50k	I0	144443	19	0	0.6194	0.4957	
rs50k	I0	144495	25	1	0.7179	0.5102	
rs50k	I0	144464	27	1	0.7107	0.4801	
rs50k	I0	144435	22	2	0.6714	0.5322	
rs50k	I0	144434	19	2	0.6390	0.5463	
rs50k	I0	144541	21	1	0.5906	0.5451	
rs50k	I0	144429	23	0	0.6637	0.5069	
rs50k	I0	144381	19	0	0.6184	0.5149	
rs50k	I0	144375	22	1	0.9498	0.4721	
rs50k	I0	144400	28	1	0.7396	0.4486	
rs50k	I0	144422	23	3	0.6074	0.5238	
rs50k	I0	144502	15	1	0.6863	0.5207	
rs50k	I0	144481	27	0	0.6423	0.4812	
rs50k	I0	144586	19	3	0.6137	0.5243	
rs50k	I0	144533	15	0	0.5143	0.5319	
rs50k	I0	144531	31	0	0.8310	0.4872	
rs50k	I0	144627	29	1	0.8248	0.4763	
rs50k	I0	144755	22	0	0.7049	0.4533	
rs50k	I0	144859	20	1	0.7886	0.5354	
rs50k	I0	145046	28	0	0.7473	0.4797	
rs50k	I0	145570	25	1	0.6684	0.4906	
rs50k	I0	144837	26	0	0.6662	0.4841	
rs50k	I0	144673	25	0	0.8752	0.5014	
rs50k	I0	144776	24	1	0.7823	0.5012	
rs50k	I0	144570	27	0	0.7317	0.4837	
rs50k	I0	144487	23	2	0.6615	0.5109	
rs50k	I0	144498	28	0	0.8360	0.4559	
rs50k	I0	144522	27	0	0.7871	0.4930	
rs50k	I0	144421	20	1	0.8240	0.5275	
rs50k	I0	144498	26	0	0.7571	0.4786	
rs50k	I0	144659	27	0	0.7052	0.4890	
rs50k	I0	144602	23	0	0.8746	0.4800	
rs50k	I0	144545	21	0	0.8654	0.4744	
rs50k	I0	144437	18	1	0.7238	0.5121	
rs50k	I0	144442	24	1	0.6952	0.5651	
rs50k	I0	144571	31	0	0.7844	0.4801	
rs50k	I1	845983	49	1	0.6603	0.4255	
rs50k	I1	846837	38	2	0.6294	0.4565	
rs50k	I1	845818	46	0	0.7633	0.4297	
rs50k	I1	844494	38	0	0.7413	0.4410	
rs50k	I1	843693	32	2	0.5584	0.4558	
rs50k	I1	843562	41	2	0.5834	0.4412	
rs50k	I1	844261	36	0	0.5988	0.4387	
rs50k	I1	843511	49	0	0.7252	0.4379	
rs50k	I1	843284	40	0	0.6302	0.4344	
rs50k	I1	843611	41	1	0.6901	0.4455	
rs50k	I1	844207	40	1	0.6272	0.4448	
rs50k	I1	843353	45	2	0.6970	0.4330	
rs50k	I1	843369	36	0	0.6475	0.4307	
rs50k	I1	843224	36	1	0.5918	0.4495	
rs50k	I1	843735	38	1	0.8082	0.4576	
rs50k	I1	844214	38	1	0.6177	0.4428	
rs50k	I1	843383	35	2	0.6280	0.4718	
rs50k	I1	843263	40	0	0.7159	0.4287	
rs50k	I1	843652	43	1	0.6551	0.4475	
rs50k	I1	844129	40	1	0.6204	0.4258	
rs50k	I1	843111	40	3	0.6118	0.4500	
rs50k	I1	843337	47	2	0.7001	0.4437	
rs50k	I1	843400	48	0	0.5878	0.4223	
rs50k	I1	843493	31	1	0.5570	0.4508	
rs50k	I1	844111	37	1	0.6563	0.4769	
rs50k	I1	843487	41	0	0.5551	0.4286	
rs50k	I1	843594	34	3	0.6437	0.4593	
rs50k	I1	843606	45	1	0.6566	0.4515	
rs50k	I1	844216	45	1	0.8059	0.4271	
rs50k	I1	843475	33	2	0.6519	0.4330	
rs50k	I1	843436	32	1	0.6251	0.4614	
rs50k	I1	843544	44	2	0.6343	0.4375	
rs50k	I1	843334	45	0	0.6601	0.4208	
rs50k	I1	843995	32	3	0.6547	0.4590	
rs50k	I1	843637	36	1	0.6188	0.4535	
rs50k	I1	843587	44	0	0.5404	0.4295	
rs50k	I1	843641	38	0	0.6157	0.4398	
rs50k	I1	845440	36	3	0.6909	0.4612	
rs50k	I1	842969	43	1	0.6116	0.4504	
rs50k	I1	843383	47	0	0.6465	0.4243	
rs50k	I1	842933	36	3	0.6532	0.4527	
rs50k	I1	843084	40	0	0.6911	0.4395	
rs50k	I1	843873	55	1	0.6000	0.4214	
rs50k	I1	843228	43	2	0.6528	0.4459	
rs50k	I1	844033	34	1	0.6758	0.4588	
rs50k	I1	844141	43	0	0.6381	0.4376	
rs50k	I1	844925	30	0	0.6273	0.4337	
rs50k	I1	844647	28	4	0.8242	0.5067	
rs50k	I1	843316	33	1	0.7050	0.4387	
rs50k	I1	843117	40	0	0.6872	0.4244	
rs50k	I2	988666	20	3	0.6705	0.3856	
rs50k	I2	976861	20	0	0.4932	0.3345	
rs50k	I2	975680	27	1	0.7706	0.2991	
rs50k	I2	976765	17	1	0.8346	0.4628	
rs50k	I2	976570	20	0	0.8269	0.3246	
rs50k	I2	976639	19	0	0.5996	0.3489	
rs50k	I2	975316	16	1	0.8197	0.3598	
rs50k	I2	975458	20	0	0.7650	0.3329	
rs50k	I2	976383	23	0	0.8109	0.3319	
rs50k	I2	975398	21	1	0.6572	0.3391	
rs50k	I2	975068	18	1	0.6601	0.3281	
rs50k	I2	975596	22	0	0.8159	0.3570	
rs50k	I2	976116	22	0	0.7401	0.3568	
rs50k	I2	976523	25	0	0.7785	0.3241	
rs50k	I2	976537	19	1	0.8462	0.3139	
rs50k	I2	977064	23	0	0.6556	0.3006	
rs50k	I2	977572	14	2	0.8290	0.4213	
rs50k	I2	976820	22	1	0.6951	0.3476	
rs50k	I2	976255	21	1	0.7095	0.3660	
rs50k	I2	975019	20	0	0.6479	0.3085	
rs50k	I2	976530	14	1	0.6421	0.4455	
rs50k	I2	975573	17	2	0.7063	0.4056	
rs50k	I2	977163	20	0	0.7873	0.4043	
rs50k	I2	975980	17	0	0.6696	0.3434	
rs50k	I2	976464	20	0	0.7542	0.3779	
rs50k	I2	975591	20	0	0.7472	0.3203	
rs50k	I2	977141	22	0	0.8158	0.3504	
rs50k	I2	977899	21	0	0.7055	0.3255	
rs50k	I2	976497	18	1	0.7190	0.3800	
rs50k	I2	1029393	25	0	0.7033	0.2908	
rs50k	I2	1108184	24	2	0.5699	0.3586	
rs50k	I2	1072777	17	2	0.7988	0.3860	
rs50k	I2	1016030	19	0	0.7664	0.3317	
rs50k	I2	992752	18	0	0.7539	0.4391	
rs50k	I2	992459	21	0	0.8902	0.3229	
rs50k	I2	992455	21	0	0.6401	0.3350	
rs50k	I2	991557	27	0	0.8198	0.3611	
rs50k	I2	991827	25	2	0.6919	0.3667	
rs50k	I2	991964	14	3	0.8578	0.5284	
rs50k	I2	992806	27	0	0.8004	0.2743	
rs50k	I2	991790	21	1	0.7366	0.3644	
rs50k	I2	991958	19	1	0.6170	0.3995	
rs50k	I2	992518	26	0	0.6174	0.3128	
rs50k	I2	992205	20	2	0.6244	0.3622	
rs50k	I2	991935	17	1	0.7375	0.3573	
rs50k	I2	991666	25	0	0.7378	0.3254	
rs50k	I2	992125	22	0	0.6769	0.3398	
rs50k	I2	991548	23	0	0.6931	0.3164	
rs50k	I2	991930	32	0	0.8671	0.3120	
rs50k	I2	991909	15	0	0.7025	0.3979	
rs50k	I3	1190667	26	0	0.6452	0.4110	
rs50k	I3	1059994	31	1	0.7840	0.4563	
rs50k	I3	1051279	27	0	0.6374	0.3927	
rs50k	I3	1050374	31	1	0.7266	0.4609	
rs50k	I3	1050588	33	0	0.8613	0.4125	
rs50k	I3	1050456	31	0	0.6821	0.4128	
rs50k	I3	1042210	27	3	0.6342	0.4713	
rs50k	I3	1041062	21	0	0.5527	0.4178	
rs50k	I3	1041216	26	0	0.9488	0.4038	
rs50k	I3	1042534	38	0	0.9439	0.3833	
rs50k	I3	1041301	33	1	0.8293	0.4235	
rs50k	I3	1042510	27	1	0.7185	0.3882	
rs50k	I3	1041534	26	0	0.5836	0.4108	
rs50k	I3	1041772	24	0	0.6726	0.4306	
rs50k	I3	1041543	27	1	0.6539	0.3834	
rs50k	I3	1040900	22	2	0.9326	0.4306	
rs50k	I3	1042477	37	0	0.6445	0.3608	
rs50k	I3	1042884	30	0	0.6161	0.3664	
rs50k	I3	1042483	27	2	0.6534	0.4647	
rs50k	I3	1041789	25	1	0.6442	0.4264	
